,Open,High,Low,Close,Volume,Timestamp
0,6514.06,6540.21,6257.52,6281.2,3910780000.0,1537167600
1,6280.91,6384.18,6265.71,6371.3,4180090000.0,1537254000
2,6371.85,6448.46,6208.34,6398.54,4431340000.0,1537340400
3,6398.85,6529.26,6395.95,6519.67,4348110000.0,1537426800
4,6513.87,6794.33,6496.36,6734.95,6531940000.0,1537513200
5,6735.05,6814.56,6616.8,6721.98,4509660000.0,1537599600
6,6715.32,6766.15,6679.42,6710.63,4197500000.0,1537686000
7,6704.77,6713.56,6580.9,6595.41,4177310000.0,1537772400
8,6603.64,6603.64,6381.86,6446.47,4726180000.0,1537858800
9,6452.79,6585.91,6397.89,6495.0,4437300000.0,1537945200
10,6495.29,6712.1,6464.95,6676.75,4606810000.0,1538031600
11,6678.75,6785.03,6598.32,6644.13,5014430000.0,1538118000
12,6643.1,6643.1,6511.65,6601.96,4363690000.0,1538204400
13,6604.71,6643.78,6566.54,6625.56,4002280000.0,1538290800
14,6619.85,6653.3,6549.08,6589.62,4000970000.0,1538377200
15,6593.24,6611.84,6537.9,6556.1,3979260000.0,1538463600
16,6553.86,6571.46,6454.03,6502.59,3887310000.0,1538550000
17,6497.91,6603.31,6497.91,6576.69,3838410000.0,1538636400
18,6574.15,6623.62,6557.41,6622.48,3671500000.0,1538722800
19,6622.45,6628.54,6577.8,6588.31,3259740000.0,1538809200
20,6590.68,6641.49,6557.04,6602.95,3306630000.0,1538895600
21,6600.19,6675.06,6576.04,6652.23,3979460000.0,1538982000
22,6653.08,6661.41,6606.94,6642.64,3580810000.0,1539068400
23,6640.29,6640.29,6538.96,6585.53,3787650000.0,1539154800
24,6586.74,6586.74,6243.74,6256.24,5181640000.0,1539241200
25,6239.25,6328.5,6236.47,6274.58,3783500000.0,1539327600
26,6278.08,6308.51,6259.81,6285.99,3064030000.0,1539414000
27,6288.49,6363.21,6280.15,6290.93,3085320000.0,1539500400
28,6292.64,6965.06,6258.68,6596.54,7370770000.0,1539586800
29,6601.41,6673.59,6571.37,6596.11,4074800000.0,1539673200
30,6590.52,6601.21,6517.45,6544.43,4088420000.0,1539759600
31,6542.33,6567.54,6450.04,6476.71,3924080000.0,1539846000
32,6478.07,6493.68,6445.31,6465.41,3578870000.0,1539932400
33,6460.92,6497.72,6449.0,6489.19,3379130000.0,1540018800
34,6490.09,6556.38,6476.0,6482.35,3253610000.0,1540105200
35,6486.05,6543.8,6462.98,6487.16,3672860000.0,1540191600
36,6472.36,6506.01,6451.27,6475.74,3716150000.0,1540278000
37,6478.89,6521.99,6468.86,6495.84,3424670000.0,1540364400
38,6484.65,6504.65,6447.03,6476.29,3230550000.0,1540450800
39,6468.44,6498.29,6449.61,6474.75,3306050000.0,1540537200
40,6480.84,6507.41,6453.53,6480.38,3393250000.0,1540623600
41,6482.66,6502.28,6447.91,6486.39,3445190000.0,1540710000
42,6492.35,6503.6,6306.99,6332.63,4199910000.0,1540796400
43,6337.04,6364.99,6310.14,6334.27,3781100000.0,1540882800
44,6336.99,6349.16,6316.88,6317.61,4191240000.0,1540969200
45,6318.14,6547.14,6311.83,6377.78,3789400000.0,1541055600
46,6378.92,6396.86,6327.38,6388.44,4234870000.0,1541142000
47,6387.24,6400.07,6342.37,6361.26,3658640000.0,1541228400
48,6365.47,6388.63,6294.57,6376.13,4390020000.0,1541314800
49,6363.62,6480.59,6363.62,6419.66,4174800000.0,1541401200
50,6433.38,6463.55,6408.16,6461.01,4700040000.0,1541487600
51,6468.5,6552.16,6468.31,6530.14,4941260000.0,1541574000
52,6522.27,6536.92,6438.53,6453.72,4665260000.0,1541660400
53,6442.6,6456.46,6373.37,6385.62,4346820000.0,1541746800
54,6386.13,6437.28,6385.31,6409.22,3705320000.0,1541833200
55,6413.63,6423.25,6350.17,6411.27,3939060000.0,1541919600
56,6411.76,6434.21,6360.47,6371.27,4295770000.0,1542006000
57,6373.19,6395.27,6342.67,6359.49,4503800000.0,1542092400
58,6351.24,6371.55,5544.09,5738.35,7398940000.0,1542178800
59,5736.15,5774.82,5358.38,5648.03,7032140000.0,1542265200
60,5645.32,5657.02,5498.94,5575.55,5279320000.0,1542351600
61,5578.58,5578.58,5519.56,5554.33,4303150000.0,1542438000
62,5559.74,5653.61,5559.74,5623.54,4159680000.0,1542524400
63,5620.78,5620.78,4842.91,4871.49,7039560000.0,1542610800
64,4863.93,4951.61,4272.11,4451.87,8428290000.0,1542697200
65,4465.54,4675.73,4343.98,4602.17,6120120000.0,1542783600
66,4611.57,4629.64,4365.64,4365.94,4569370000.0,1542870000
67,4360.7,4396.42,4195.68,4347.11,4871490000.0,1542956400
68,4347.69,4413.09,3795.16,3880.76,4679500000.0,1543042800
69,3880.78,4120.87,3585.06,4009.97,6825640000.0,1543129200
70,4015.07,4107.14,3643.92,3779.13,6476900000.0,1543215600
71,3765.95,3862.96,3661.01,3820.72,5998720000.0,1543302000
72,3822.47,4385.9,3822.47,4257.42,7280280000.0,1543388400
73,4269.0,4413.02,4145.77,4278.85,6503347767.0,1543474800
74,4289.09,4322.98,3942.82,4017.27,6048016717.0,1543561200
75,4024.46,4309.38,3969.71,4214.67,5375314093.0,1543647600
76,4200.73,4301.52,4110.98,4139.88,5262697895.0,1543734000
77,4147.32,4155.98,3840.45,3894.13,5089570994.0,1543820400
78,3886.29,4075.63,3832.75,3956.89,5028069239.0,1543906800
79,3958.89,3969.54,3753.99,3753.99,5302481574.0,1543993200
80,3754.07,3874.97,3521.1,3521.1,5878333109.0,1544079600
81,3512.59,3512.59,3280.23,3419.94,6835615448.0,1544166000
82,3421.91,3506.04,3350.65,3476.11,5305024497.0,1544252400
83,3473.23,3685.31,3469.09,3614.23,4947372847.0,1544338800
84,3612.05,3647.33,3470.14,3502.66,5020968740.0,1544425200
85,3497.55,3513.19,3392.25,3424.59,4696765188.0,1544511600
86,3421.46,3534.23,3413.48,3486.95,4139364829.0,1544598000
87,3487.88,3489.74,3298.13,3313.68,4343372456.0,1544684400
88,3311.75,3329.56,3206.54,3242.48,4372763663.0,1544770800
89,3244.0,3275.38,3191.3,3236.76,3551763561.0,1544857200
90,3236.27,3305.75,3233.82,3252.84,3744248994.0,1544943600
91,3253.12,3597.92,3253.12,3545.86,5409247918.0,1545030000
92,3544.76,3701.35,3487.17,3696.06,5911325473.0,1545116400
93,3706.82,3949.32,3687.23,3745.95,6810689119.0,1545202800
94,3742.2,4191.23,3728.97,4134.44,8927129279.0,1545289200
95,4133.7,4198.43,3850.95,3896.54,7206015706.0,1545375600
96,3898.08,4014.18,3855.74,4014.18,5605823233.0,1545462000
97,4020.99,4085.72,3976.41,3998.98,6151275490.0,1545548400
98,4000.33,4271.79,4000.33,4078.6,7240968501.0,1545634800
99,4081.03,4089.56,3760.02,3815.49,6158207293.0,1545721200
100,3819.67,3893.36,3769.86,3857.3,5326547918.0,1545807600
101,3854.69,3874.42,3645.45,3654.83,5130222366.0,1545894000
102,3653.13,3956.14,3642.63,3923.92,5631554348.0,1545980400
103,3932.49,3963.76,3820.41,3820.41,4991655917.0,1546066800
104,3822.38,3901.91,3797.22,3865.95,4770578575.0,1546153200
105,3866.84,3868.74,3725.87,3742.7,4661840806.0,1546239600
106,3746.71,3850.91,3707.23,3843.52,4324200990.0,1546326000
107,3849.22,3947.98,3817.41,3943.41,5244856836.0,1546412400
108,3931.05,3935.69,3826.22,3836.74,4530215219.0,1546498800
109,3832.04,3865.93,3783.85,3857.72,4847965467.0,1546585200
110,3851.97,3904.9,3836.9,3845.19,5137609824.0,1546671600
111,3836.52,4093.3,3826.51,4076.63,5597027440.0,1546758000
112,4078.58,4092.61,4020.89,4025.25,5228625637.0,1546844400
113,4028.47,4109.02,3996.96,4030.85,5306593305.0,1546930800
114,4031.55,4068.4,4022.66,4035.3,5115905225.0,1547017200
115,4034.41,4064.07,3659.17,3678.92,6874143796.0,1547103600
116,3674.02,3713.88,3653.07,3687.37,5538712865.0,1547190000
117,3686.97,3698.98,3653.81,3661.3,4778170883.0,1547276400
118,3658.87,3674.76,3544.93,3552.95,4681302466.0,1547362800
119,3557.31,3727.84,3552.29,3706.05,5651384490.0,1547449200
120,3704.22,3720.15,3619.95,3630.68,5537192302.0,1547535600
121,3631.51,3685.78,3624.67,3655.01,5394457145.0,1547622000
122,3651.87,3680.14,3621.96,3678.56,5464420383.0,1547708400
123,3677.99,3682.52,3637.08,3657.84,5002961727.0,1547794800
124,3652.38,3758.53,3652.38,3728.57,5955691380.0,1547881200
125,3725.45,3743.39,3583.02,3601.01,5582489560.0,1547967600
126,3600.37,3608.84,3558.54,3576.03,5004347059.0,1548054000
127,3575.08,3620.75,3539.72,3604.58,5313623556.0,1548140400
128,3605.56,3623.07,3565.31,3585.12,5433755649.0,1548226800
129,3584.5,3616.09,3569.09,3600.87,5262869046.0,1548313200
130,3607.39,3612.93,3575.6,3599.77,5265847539.0,1548399600
131,3599.72,3654.93,3593.35,3602.46,5098183235.0,1548486000
132,3604.69,3612.67,3567.25,3583.97,5570752966.0,1548572400
133,3584.28,3586.75,3439.23,3470.45,6908930483.0,1548658800
134,3468.87,3476.07,3400.82,3448.12,5897159493.0,1548745200
