,Open,High,Low,Close,Volume,Timestamp
135,3443.9,3495.17,3429.39,3486.18,5955112627.0,1548831600
136,3485.41,3504.8,3447.92,3457.79,5831198271.0,1548918000
137,3460.55,3501.95,3431.59,3487.95,5422926707.0,1549004400
138,3484.63,3523.29,3467.57,3521.06,5071623601.0,1549090800
139,3516.14,3521.39,3447.92,3464.01,5043937584.0,1549177200
140,3467.21,3476.22,3442.59,3459.15,5332718886.0,1549263600
141,3454.95,3478.15,3451.94,3466.36,5227549545.0,1549350000
142,3469.09,3469.09,3398.57,3413.77,5482196038.0,1549436400
143,3414.93,3427.95,3394.22,3399.47,5004962683.0,1549522800
144,3401.38,3695.61,3391.02,3666.78,7735623101.0,1549609200
145,3671.59,3679.94,3646.56,3671.2,6158833645.0,1549695600
146,3673.2,3695.04,3640.98,3690.19,6282256903.0,1549782000
147,3695.61,3695.61,3642.29,3648.43,6277056434.0,1549868400
148,3642.75,3668.59,3618.56,3653.53,6480384532.0,1549954800
149,3653.6,3669.75,3617.25,3632.07,6438903823.0,1550041200
150,3631.17,3646.26,3607.7,3616.88,6271044418.0,1550127600
151,3617.37,3647.8,3608.21,3620.81,6091952231.0,1550214000
152,3615.27,3652.84,3615.27,3629.79,5934744052.0,1550300400
153,3633.36,3680.54,3619.18,3673.84,7039512503.0,1550386800
154,3671.37,3936.67,3669.98,3915.71,9908216640.0,1550473200
155,3911.66,4010.88,3908.15,3947.09,9933626655.0,1550559600
156,3946.69,4000.49,3926.25,3999.82,8693373948.0,1550646000
157,4000.26,4010.01,3940.11,3954.12,7775128102.0,1550732400
158,3952.41,4006.54,3950.82,4005.53,7826525254.0,1550818800
159,3998.92,4166.29,3968.73,4142.53,8922258316.0,1550905200
160,4145.46,4210.64,3793.71,3810.43,10794227451.0,1550991600
161,3807.0,3913.71,3807.0,3882.7,9318796067.0,1551078000
162,3878.7,3891.58,3837.99,3854.36,7931218996.0,1551164400
163,3857.48,3888.8,3787.06,3851.05,8301309684.0,1551250800
164,3848.26,3906.06,3845.82,3854.79,8399767798.0,1551337200
165,3853.76,3907.8,3851.69,3859.58,7661247975.0,1551423600
166,3855.32,3874.61,3832.13,3864.42,7578786076.0,1551510000
167,3862.27,3875.48,3836.91,3847.18,7253558152.0,1551596400
168,3845.09,3867.38,3733.75,3761.56,9029175788.0,1551682800
169,3759.83,3903.92,3745.18,3896.38,10174126415.0,1551769200
170,3897.08,3919.51,3871.46,3903.94,9175291529.0,1551855600
171,3903.38,3939.37,3894.11,3911.48,9584165519.0,1551942000
172,3913.23,3950.43,3875.23,3901.13,10638638944.0,1552028400
173,3894.55,3987.24,3892.39,3963.31,10796103518.0,1552114800
174,3966.17,3966.17,3924.38,3951.6,9713267607.0,1552201200
175,3953.74,3966.38,3889.24,3905.23,10125901903.0,1552287600
176,3903.76,3926.89,3863.56,3909.16,9809887079.0,1552374000
177,3913.05,3926.6,3891.9,3906.72,9469184841.0,1552460400
178,3905.58,3946.5,3901.3,3924.37,10480789570.0,1552546800
179,3926.66,3968.54,3914.02,3960.91,9394210605.0,1552633200
180,3963.9,4077.04,3961.66,4048.73,9856166973.0,1552719600
181,4047.72,4054.12,4006.41,4025.23,8221625400.0,1552806000
182,4029.97,4071.56,4009.12,4032.51,9646954186.0,1552892400
183,4032.69,4082.22,4023.81,4071.19,9344919956.0,1552978800
184,4070.79,4089.46,4031.11,4087.48,10175916388.0,1553065200
185,4083.95,4097.36,4005.15,4029.33,10831212662.0,1553151600
186,4028.51,4053.91,4021.54,4023.97,9252935969.0,1553238000
187,4022.71,4049.88,4015.96,4035.83,9578850549.0,1553324400
188,4035.16,4040.7,4006.19,4022.17,9144851065.0,1553410800
189,4024.11,4038.84,3934.03,3963.07,10359818883.0,1553497200
190,3969.23,3985.08,3944.75,3985.08,10707678815.0,1553583600
191,3984.24,4087.07,3977.81,4087.07,10897131934.0,1553670000
192,4087.58,4094.9,4040.27,4069.11,9353915899.0,1553756400
193,4068.3,4113.5,4034.1,4098.37,10918665557.0,1553842800
194,4092.14,4296.81,4053.91,4106.66,9732688060.0,1553929200
195,4105.46,4113.02,4094.1,4105.4,9045122443.0,1554015600
196,4105.36,4164.95,4096.9,4158.18,10157794171.0,1554102000
197,4156.92,4905.95,4155.32,4879.88,21315047816.0,1554188400
198,4879.96,5307.0,4876.62,4973.02,22899891582.0,1554274800
199,4971.31,5063.16,4836.79,4922.8,18251810240.0,1554361200
200,4922.81,5053.51,4919.49,5036.68,16837325387.0,1554447600
201,5036.79,5205.82,4992.22,5059.82,16929795194.0,1554534000
202,5062.79,5235.19,5050.41,5198.9,16655416140.0,1554620400
203,5199.84,5318.84,5148.21,5289.77,17154113634.0,1554706800
204,5289.92,5289.92,5167.42,5204.96,14722104361.0,1554793200
205,5204.11,5421.65,5193.38,5324.55,15504590933.0,1554879600
206,5325.08,5354.23,5017.3,5064.49,16555616019.0,1554966000
207,5061.2,5103.27,4955.85,5089.54,13675206312.0,1555052400
208,5088.85,5127.12,5061.59,5096.59,10823289598.0,1555138800
209,5095.76,5184.02,5053.57,5167.72,10391952498.0,1555225200
210,5167.32,5196.61,5024.07,5067.11,12290155061.0,1555311600
211,5066.58,5238.95,5055.19,5235.56,11618660197.0,1555398000
212,5236.14,5274.28,5219.21,5251.94,12438480677.0,1555484400
213,5251.48,5319.99,5250.51,5298.39,13256489918.0,1555570800
214,5298.15,5336.68,5233.33,5303.81,13780238655.0,1555657200
215,5304.16,5358.49,5295.88,5337.89,13169647522.0,1555743600
216,5335.88,5359.92,5257.34,5314.53,13731844223.0,1555830000
217,5312.49,5422.69,5280.28,5399.37,14601631648.0,1555916400
218,5399.37,5633.8,5389.41,5572.36,15867308108.0,1556002800
219,5571.51,5642.04,5418.26,5464.87,17048033399.0,1556089200
220,5466.52,5542.24,5181.34,5210.52,15330283408.0,1556175600
221,5210.3,5383.63,5177.37,5279.35,16812108040.0,1556262000
222,5279.47,5310.75,5233.64,5268.29,13111274675.0,1556348400
223,5271.75,5326.23,5255.68,5285.14,12819992056.0,1556434800
224,5284.86,5311.27,5216.49,5247.35,13735490672.0,1556521200
225,5247.73,5363.26,5224.19,5350.73,13878964574.0,1556607600
226,5350.91,5418.0,5347.65,5402.7,13679528236.0,1556694000
227,5402.42,5522.26,5394.22,5505.28,14644460907.0,1556780400
228,5505.55,5865.88,5490.2,5768.29,18720780006.0,1556866800
229,5769.2,5886.89,5645.47,5831.17,17567780766.0,1556953200
230,5831.07,5833.86,5708.04,5795.71,14808830723.0,1557039600
231,5791.69,5802.96,5653.69,5746.81,15737171804.0,1557126000
232,5745.6,5988.18,5741.4,5829.5,18026409033.0,1557212400
233,5849.48,5989.98,5794.72,5982.46,15320605300.0,1557298800
234,5982.32,6183.04,5982.32,6174.53,16784645411.0,1557385200
235,6175.82,6434.62,6161.52,6378.85,19419875368.0,1557471600
236,6379.67,7333.0,6375.7,7204.77,28867562329.0,1557558000
237,7203.51,7503.87,6815.77,6972.37,27773333680.0,1557644400
238,6971.18,8047.41,6898.28,7814.92,28677672181.0,1557730800
239,7807.88,8268.71,7696.39,7994.42,32031452227.0,1557817200
240,7989.37,8216.42,7899.11,8205.17,28344112920.0,1557903600
241,8194.5,8320.82,7729.61,7884.91,33167197581.0,1557990000
242,7886.93,7929.15,7038.12,7343.9,30066644905.0,1558076400
243,7341.66,7447.27,7251.5,7271.21,21354286562.0,1558162800
244,7267.96,8261.94,7267.96,8197.69,25902422040.0,1558249200
245,8196.92,8200.97,7678.78,7978.31,23843404340.0,1558335600
246,7977.97,8062.17,7843.34,7963.33,25127245056.0,1558422000
247,7956.29,7997.61,7615.99,7680.07,24719473175.0,1558508400
248,7677.27,7943.79,7533.2,7881.85,24457107820.0,1558594800
249,7881.7,8140.72,7824.45,7987.37,25919126991.0,1558681200
250,7991.89,8117.93,7965.98,8052.54,22256813107.0,1558767600
251,8055.21,8687.52,7924.67,8673.22,26677970091.0,1558854000
252,8674.07,8907.17,8668.71,8805.78,27949839564.0,1558940400
253,8802.76,8807.02,8634.72,8719.96,24226919267.0,1559026800
254,8718.59,8755.85,8482.73,8659.49,23473479966.0,1559113200
255,8661.76,9008.31,8221.27,8319.47,29246528551.0,1559199600
256,8320.29,8586.66,8172.55,8574.5,25365190957.0,1559286000
257,8573.84,8625.6,8481.58,8564.02,22488303544.0,1559372400
258,8565.47,8809.3,8561.24,8742.96,20266216022.0,1559458800
259,8741.75,8743.5,8204.19,8209.0,22004511436.0,1559545200
260,8210.99,8210.99,7564.49,7707.77,24609731549.0,1559631600
261,7704.34,7901.85,7668.67,7824.23,21760923463.0,1559718000
262,7819.63,7937.34,7571.47,7822.02,19474611077.0,1559804400
263,7826.9,8126.15,7788.37,8043.95,19141423231.0,1559890800
264,8036.77,8076.89,7837.61,7954.13,16522722810.0,1559977200
265,7949.67,7975.97,7583.22,7688.08,16610726547.0,1560063600
266,7692.28,8031.91,7586.73,8000.33,18689275117.0,1560150000
267,8004.24,8026.39,7772.8,7927.71,17107279932.0,1560236400
268,7925.43,8196.65,7862.36,8145.86,19034432883.0,1560322800
269,8145.55,8311.57,8087.06,8230.92,18669407147.0,1560409200
270,8230.9,8710.64,8183.39,8693.83,19831162906.0,1560495600
271,8689.75,8859.13,8618.4,8838.38,18371033226.0,1560582000
272,8841.44,9335.87,8814.56,8994.49,23348550311.0,1560668400
273,8988.92,9416.41,8988.92,9320.35,15562951919.0,1560754800
274,9335.47,9348.37,9004.9,9081.76,15848210536.0,1560841200
275,9078.73,9299.62,9070.4,9273.52,15546809946.0,1560927600
276,9273.06,9594.42,9232.48,9527.16,17846823784.0,1561014000
277,9525.07,10144.56,9525.07,10144.56,20624008643.0,1561100400
278,10175.92,11157.35,10107.04,10701.69,29995204861.0,1561186800
279,10696.69,11246.14,10556.1,10855.37,20998326502.0,1561273200
280,10853.74,11065.9,10610.43,11011.1,19271652365.0,1561359600
281,11007.2,11790.92,11007.2,11790.92,24879684533.0,1561446000
282,11778.58,13796.49,11755.6,13016.23,45105733173.0,1561532400
283,13017.13,13311.14,10491.85,11182.81,39977475223.0,1561618800
284,11162.17,12445.17,10914.5,12407.33,35087757766.0,1561705200
285,12400.76,12400.91,11508.38,11959.37,29923961128.0,1561791600
286,11931.99,12178.38,10799.01,10817.16,27256473494.0,1561878000
287,10796.93,11206.44,10089.31,10583.13,29378589324.0,1561964400
288,10588.68,10912.19,9737.88,10801.68,31015895223.0,1562050800
289,10818.16,11968.08,10818.16,11961.27,30796494294.0,1562137200
290,11972.72,12006.08,11166.57,11215.44,25920294033.0,1562223600
291,11203.1,11395.66,10874.96,10978.46,23838480210.0,1562310000
292,10982.54,11620.96,10982.54,11208.55,21092024306.0,1562396400
293,11217.62,11541.62,11148.8,11450.85,19369044277.0,1562482800
294,11446.6,12345.83,11393.37,12285.96,23482551458.0,1562569200
295,12284.33,12779.13,12233.26,12573.81,28167921523.0,1562655600
296,12571.54,13129.53,11710.98,12156.51,33627574244.0,1562742000
297,12139.71,12144.62,11158.92,11358.66,28595327690.0,1562828400
298,11354.3,11905.49,11179.14,11815.99,23534692797.0,1562914800
299,11813.13,11841.96,10908.48,11392.38,21042616384.0,1563001200
300,11381.02,11451.2,10234.58,10256.06,22486000001.0,1563087600
301,10257.84,11052.77,9992.01,10895.09,25384047207.0,1563174000
302,10896.65,10996.63,9448.11,9477.64,24151199070.0,1563260400
303,9471.21,9963.13,9163.13,9693.8,24569921549.0,1563346800
304,9698.5,10736.84,9376.8,10666.48,25187024648.0,1563433200
305,10653.96,10716.98,10229.63,10530.73,20727426310.0,1563519600
306,10525.82,11048.66,10451.28,10767.14,20206615155.0,1563606000
307,10777.53,10841.89,10389.6,10599.11,17130580467.0,1563692400
308,10596.95,10651.79,10154.92,10343.11,16334414913.0,1563778800
309,10346.75,10346.75,9883.59,9900.77,17851916995.0,1563865200
310,9887.73,9908.8,9614.31,9811.93,17398734322.0,1563951600
311,9809.1,10154.25,9773.96,9911.84,15821952090.0,1564038000
312,9913.13,9916.52,9717.98,9870.3,14495714483.0,1564124400
313,9871.17,10167.32,9411.52,9477.68,16817809536.0,1564210800
314,9491.63,9575.54,9252.3,9552.86,13738687093.0,1564297200
315,9548.18,9681.65,9472.95,9519.15,13791445323.0,1564383600
316,9522.33,9701.76,9437.34,9607.42,13829811132.0,1564470000
317,9604.05,10085.63,9598.1,10085.63,16631520648.0,1564556400
318,10077.44,10446.92,9922.02,10399.67,17165337858.0,1564642800
319,10402.04,10657.95,10371.01,10518.17,17489094082.0,1564729200
320,10519.28,10946.78,10503.5,10821.73,15352685061.0,1564815600
321,10821.63,11009.21,10620.28,10970.18,16530894787.0,1564902000
322,10960.74,11895.09,10960.74,11805.65,23875988832.0,1564988400
323,11811.54,12273.82,11290.73,11478.17,23635107660.0,1565074800
324,11476.19,12036.99,11433.7,11941.97,22194988641.0,1565161200
325,11954.04,11979.42,11556.17,11966.41,19481591730.0,1565247600
326,11953.47,11970.46,11709.75,11862.94,18339989960.0,1565334000
327,11861.56,11915.66,11323.9,11354.02,18125355447.0,1565420400
328,11349.74,11523.58,11248.29,11523.58,15774371518.0,1565506800
329,11528.19,11528.19,11320.95,11382.62,13647198229.0,1565593200
330,11385.05,11420.05,10830.33,10895.83,16681503537.0,1565679600
331,10889.49,10889.56,10028.14,10051.7,19990838300.0,1565766000
332,10038.42,10437.41,9675.32,10311.55,22899115082.0,1565852400
333,10319.42,10524.35,9855.48,10374.34,20228207096.0,1565938800
334,10358.72,10452.63,10086.7,10231.74,13778035685.0,1566025200
335,10233.01,10487.07,10119.09,10345.81,12999813869.0,1566111600
336,10350.28,10916.05,10313.2,10916.05,16038264603.0,1566198000
337,10916.35,10947.04,10618.96,10763.23,15053082175.0,1566284400
338,10764.57,10798.73,9962.72,10138.05,19473084768.0,1566370800
339,10142.52,10233.0,9831.46,10131.06,17097508856.0,1566457200
340,10136.31,10442.44,10078.19,10407.96,15627023886.0,1566543600
341,10407.64,10418.02,9982.3,10159.96,15451030650.0,1566630000
342,10160.74,10304.62,10008.79,10138.52,14153856610.0,1566716400
343,10126.3,10512.33,10126.3,10370.82,18438654080.0,1566802800
344,10372.83,10381.33,10087.3,10185.5,14762609503.0,1566889200
345,10203.43,10279.37,9716.66,9754.42,17603790323.0,1566975600
346,9756.79,9756.79,9421.63,9510.2,17045878501.0,1567062000
347,9514.84,9656.12,9428.3,9598.17,13595263986.0,1567148400
348,9597.54,9673.22,9531.8,9630.66,11454806419.0,1567234800
349,9630.59,9796.76,9582.94,9757.97,11445355859.0,1567321200
350,9757.47,10396.59,9730.65,10346.76,17248102294.0,1567407600
351,10345.73,10736.1,10308.55,10623.54,19384917989.0,1567494000
352,10621.18,10762.64,10434.71,10594.49,16742664769.0,1567580400
353,10588.18,10627.27,10516.42,10575.53,14551239508.0,1567666800
354,10578.2,10898.76,10292.3,10353.3,19536574783.0,1567753200
355,10353.93,10558.67,10348.92,10517.25,15307366476.0,1567839600
356,10518.11,10595.64,10409.09,10441.28,13670567493.0,1567926000
357,10443.23,10450.31,10144.93,10334.97,17595943368.0,1568012400
358,10336.41,10394.35,10020.57,10115.98,14906809639.0,1568098800
359,10123.04,10215.95,9980.78,10178.37,15428063426.0,1568185200
360,10176.82,10442.25,10099.24,10410.13,15323563925.0,1568271600
361,10415.36,10441.49,10226.6,10360.55,14109864675.0,1568358000
362,10345.4,10422.13,10291.69,10358.05,13468713124.0,1568444400
363,10356.47,10387.04,10313.09,10347.71,12043433567.0,1568530800
364,10347.22,10386.87,10189.74,10276.79,15160167779.0,1568617200
365,10281.51,10296.77,10199.74,10241.27,15304603363.0,1568703600
366,10247.8,10275.93,10191.47,10198.25,16169268880.0,1568790000
367,10200.5,10295.67,9851.69,10266.42,19937691247.0,1568876400
368,10266.32,10285.87,10132.19,10181.64,14734189639.0,1568962800
369,10183.65,10188.1,10000.71,10019.72,13425266806.0,1569049200
370,10024.12,10074.44,9922.53,10070.39,13199651698.0,1569135600
371,10067.96,10074.24,9727.14,9729.32,15144925408.0,1569222000
372,9729.32,9804.32,8370.8,8620.57,25002886689.0,1569308400
373,8603.43,8744.83,8325.4,8486.99,21744728353.0,1569394800
374,8487.67,8515.69,7895.63,8118.97,19258205289.0,1569481200
375,8113.1,8271.52,7965.92,8251.85,16408941156.0,1569567600
376,8251.27,8285.62,8125.43,8245.92,14141152736.0,1569654000
377,8246.04,8261.71,7990.5,8104.19,13034629109.0,1569740400
378,8104.23,8314.23,7830.76,8293.87,17115474183.0,1569826800
379,8299.72,8497.69,8232.68,8343.28,15305343413.0,1569913200
380,8344.21,8393.04,8227.7,8393.04,13125712443.0,1569999600
381,8390.77,8414.23,8146.44,8259.99,13668823409.0,1570086000
382,8259.49,8260.06,8151.24,8205.94,13139456229.0,1570172400
383,8210.15,8215.53,8071.12,8151.5,12200497197.0,1570258800
384,8149.88,8161.41,7958.85,7988.16,13160830305.0,1570345200
385,7989.12,8308.45,7905.77,8245.62,18009742607.0,1570431600
386,8246.85,8332.71,8185.76,8228.78,15592264032.0,1570518000
387,8229.84,8627.71,8169.3,8595.74,19384942333.0,1570604400
388,8585.28,8625.27,8471.93,8586.47,17618660671.0,1570690800
389,8585.26,8721.78,8316.18,8321.76,19604381101.0,1570777200
390,8315.67,8415.24,8313.34,8336.56,14532641605.0,1570863600
391,8336.9,8470.99,8276.61,8321.01,13808286059.0,1570950000
392,8320.83,8390.21,8284.13,8374.69,15151387859.0,1571036400
393,8373.46,8410.71,8182.71,8205.37,15220412632.0,1571122800
394,8204.67,8216.81,7985.09,8047.53,16071646996.0,1571209200
395,8047.81,8134.83,8000.94,8103.91,14313052244.0,1571295600
396,8100.93,8138.41,7902.16,7973.21,15651592610.0,1571382000
397,7973.8,8082.63,7944.78,7988.56,13797825640.0,1571468400
398,7997.81,8281.82,7949.44,8222.08,15504249442.0,1571554800
399,8225.12,8296.69,8196.42,8243.72,15868748866.0,1571641200
400,8243.4,8296.65,8074.46,8078.2,16803377857.0,1571727600
401,8076.23,8093.0,7469.32,7514.67,21942878958.0,1571814000
402,7509.73,7532.87,7446.99,7493.49,16268708849.0,1571900400
403,7490.7,8691.54,7479.98,8660.7,28705065488.0,1571986800
404,8667.58,10021.74,8662.62,9244.97,44496255609.0,1572073200
405,9241.71,9749.53,9112.54,9551.71,32593129501.0,1572159600
406,9565.1,9805.12,9256.15,9256.15,30948255332.0,1572246000
407,9248.44,9516.18,9232.65,9427.69,28426779937.0,1572332400
408,9422.46,9426.87,9085.37,9205.73,27706531577.0,1572418800
409,9202.46,9383.16,9028.72,9199.58,26583653947.0,1572505200
